Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
External debt stocks (% of GNI),21.44259526,20.31643994,20.31458548,19.36704545,17.2541906,14.63154646,16.93886591,16.54155644,18.66268718,18.88310354,17.25228553,18.07044326,21.50299781,23.04181189,
"Use of IMF credit (DOD, current US$)",887503000,856047000,926064000,1012198000,1057864000,973576000,1024752000,1076419000,1049186000,6236676000,6126637000,6107701000,6114265000,6126518000,
"External debt stocks, long-term (DOD, current US$)",96780889000,95901035000,1.01E+11,1.12E+11,1.16E+11,1.11E+11,1.33E+11,1.67E+11,1.82E+11,2.03E+11,2.29E+11,2.53E+11,2.96E+11,3.29E+11,
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",15586000000,16924112000,18670394000,47872860000,50843133000,56679772000,73360730000,96980458000,1.06E+11,1.18E+11,1.27E+11,1.42E+11,1.60E+11,1.97E+11,
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",81194889000,78976923000,82052154000,63672564000,64879485000,54726127000,60043041000,69907656000,76318087000,85292976000,1.02E+11,1.10E+11,1.36E+11,1.32E+11,
"External debt stocks, short-term (DOD, current US$)",3462000000,2742000000,4093000000,6327001000,6864000000,8816000000,25097000000,36093000000,43821387000,46603000000,56448000000,78052000000,93349000000,92707000000,
Short-term debt (% of total reserves),8.431756055,5.590118193,5.715852699,6.099066217,5.214571343,6.396525165,14.09549547,13.04984014,17.0231229,16.37014459,18.78593338,26.12711198,31.07226064,31.10007972,
"Short-term debt (% of exports of goods, services and primary income)",,,,,,5.50216136,12.45413328,14.28114817,13.66376659,16.97247904,15.76777091,17.09708452,20.57305501,19.35473426,
Short-term debt (% of total external debt),3.4233,2.7558,3.8708,5.322,5.5514,7.2742,15.7323,17.6877,19.2949,18.1821,19.3547,23.1715,23.6284,21.6827,
Debt forgiveness grants (current US$),,,,,,,,,,,,,,,
"PPG, IBRD (DOD, current US$)",7078427000,7009252000,5081946000,3905693000,4662452000,5275938000,6007319000,6680041000,7429338000,8382384000,11179829000,11524241000,11778894000,11780055000,
"PPG, IDA (DOD, current US$)",18888421000,19457962000,21010862000,22598691000,23716798000,22728227000,24433023000,25318674000,25365082000,26049870000,25888349000,26604766000,26383891000,26405903000,
"PPG, multilateral (DOD, current US$)",30442809000,31018499000,29451192000,30315379000,31289348000,31410552000,34372255000,37191053000,39409003000,42327210000,47736010000,51432473000,52631842000,53163444000,
Multilateral debt (% of total external debt),30.1025,31.1747,27.852,25.4998,25.3059,25.9173,21.5466,18.2258,17.3521,16.5139,16.3675,15.2689,13.3221,12.4341,
"PPG, multilateral concessional (DOD, current US$)",19166452000,19732150000,21311638000,22928752000,24056100000,23043763000,24804638000,25709293000,25745749000,26468473000,27550641000,29807942000,29816979000,29852792000,
"IBRD loans and IDA credits (DOD, current US$)",25966848000,26467214000,26092808000,26504384000,28379250000,28004165000,30440342000,31998715000,32794420000,34432254000,37068178000,38129007000,38162785000,38185958000,
"PPG, official creditors (DOD, current US$)",51729241000,50011651000,49734993000,52400455000,52769368000,50058411000,52922850000,57365802000,62625611000,65970535000,73955884000,78354652000,78027066000,76386968000,
"PPG, bonds (DOD, current US$)",10240329000,10109935000,9989654000,6769829000,8314089000,1359707000,2213226000,4663965000,4519609000,9521212000,14700470000,16516832000,24006938000,20509869000,
"PPG, commercial banks (DOD, current US$)",18061540000,18151859000,21741472000,3932843000,3486798000,3147440000,4768928000,7623076000,8883841000,9540229000,12859836000,15244997000,33580306000,35185470000,
"PNG, bonds (DOD, current US$)",1515000000,1661366000,1289120000,978189000,2958563000,5761387000,10253586000,15326677000,14731790000,15325733000,13217005000,10860865000,7847532000,8233917000,
"PNG, commercial banks and other creditors (DOD, current US$)",14071000000,15262746000,17381274000,46894671000,47884570000,50918385000,63107144000,81653781000,91193050000,1.03E+11,1.14E+11,1.31E+11,1.52E+11,1.88E+11,
"PPG, other private creditors (DOD, current US$)",1163779000,703478000,586035000,569437000,309230000,160569000,138037000,254813000,289026000,261000000,270087000,255244000,37558000,27171000,
"External debt stocks, long-term private sector (DOD, current US$)",16086345000,17405150000,19097641000,48311311000,51194143000,56826167000,73489320000,97096776000,1.06E+11,1.18E+11,1.28E+11,1.43E+11,1.74E+11,2.09E+11,
"PPG, private creditors (DOD, current US$)",29465648000,28965272000,32317161000,11272109000,12110117000,4667716000,7120191000,12541854000,13692476000,19322441000,27830393000,32017073000,57624802000,55722510000,
"External debt stocks, long-term public sector (DOD, current US$)",80694544000,78495885000,81624907000,63234113000,64528475000,54579732000,59914451000,69791338000,76141828000,85103913000,1.02E+11,1.10E+11,1.22E+11,1.20E+11,
Present value of external debt (current US$),,,,,,,,,,,,,,3.39E+11,
"Present value of external debt (% of exports of goods, services and primary income)",,,,,,,,,,,,,,70.9,
Present value of external debt (% of GNI),,,,,,,,,,,,,,18.3,
"Residual, debt stock-flow reconciliation (current US$)",1960886111,2872777692,4841955996,9216368465,-6167879.5,143534220.7,396609895.8,-380160552.7,-2539211257,10770210999,-1626188750,1195520783,16265446422,-1372755532,
"External debt stocks, variable rate (DOD, current US$)",33404034000,33318012000,30806101000,59935327000,63466455000,68611564000,88136075000,1.19E+11,1.31E+11,1.52E+11,1.75E+11,1.95E+11,2.21E+11,2.56E+11,
Debt buyback (current US$),0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Debt stock reduction (current US$),0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Debt stock rescheduled (current US$),0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Average grace period on new external debt commitments (years),5.3898,6.6379,7.1422,6.7953,6.171,6.4834,4.6948,5.4096,4.8757,5.6809,6.4853,5.2722,6.5284,5.3172,
"Average grace period on new external debt commitments, official (years)",6.5369,6.7528,7.4422,7.0738,6.5886,6.8788,5.2026,6.1548,5.3535,6.1838,8.3548,4.992,6.6976,7.4004,
"Average grace period on new external debt commitments, private (years)",4.7773,3.6521,4.663,1.9286,2.491,4.3481,3.9226,3.8706,2.2928,2.4601,3.5979,5.8098,6.1743,4.1889,
Average grant element on new external debt commitments (%),25.6026,46.456,54.8717,57.698,55.1907,46.9582,39.8792,37.4503,51.3157,54.1936,55.8367,52.436,51.1264,40.0492,
"Average grant element on new external debt commitments, official (%)",33.085,47.7115,58.1745,59.7179,58.0186,52.1078,51.9951,48.3465,57.1945,60.2124,73.233,63.2512,62.2177,68.9473,
"Average grant element on new external debt commitments, private (%)",21.6078,13.84,27.5784,22.3953,30.2713,19.1511,21.4527,14.9476,19.5358,15.6478,28.9683,31.6909,27.9116,24.3965,
Average interest on new external debt commitments (%),4.6956,3.5431,2.2725,1.9078,2.3687,3.129,3.3652,4.5267,2.4279,1.9622,1.4202,1.6237,2.1327,1.826,
"Average interest on new external debt commitments, official (%)",5.5532,3.4731,2.2401,1.9601,2.1518,2.8649,2.996,3.5407,2.0473,1.7133,0.8334,0.9797,1.4486,1.0354,
"Average interest on new external debt commitments, private (%)",4.2378,5.3621,2.5403,0.994,4.2805,4.555,3.9268,6.5628,4.485,3.5563,2.3264,2.8591,3.5644,2.2542,
"PPG, bilateral (INT, current US$)",602382000,536130000,512132000,732685000,550845000,606243000,431398000,393774000,419686000,454451000,436946000,484321000,470724000,400192000,471829000
"PPG, bilateral concessional (INT, current US$)",476733000,449340000,409439000,636677000,511140000,542037000,371399000,339639000,349429000,403178000,403880000,452963000,433534000,370918000,
"Interest payments on external debt, total (INT, current US$)",4231724000,4436635000,4238497000,5551987000,4446162000,4538887000,4989138000,7306682000,7289788000,5534981000,5394958000,7105151000,9573564000,9897308000,
"Interest payments on external debt (% of exports of goods, services and primary income)",6.775876103,6.757601367,5.742633919,6.288652986,3.677262776,2.832768118,2.47580867,2.891081147,2.272996452,2.015799308,1.506986492,1.556363189,2.109903484,2.066293176,
Interest payments on external debt (% of GNI),0.897249019,0.905904122,0.814280282,0.904453258,0.620447636,0.547965475,0.529760617,0.592303018,0.599026623,0.407774609,0.319133137,0.381163786,0.521071552,0.533377568,
"IMF charges (INT, current US$)",39538000,19338000,17688000,14959000,22411000,29499000,41707000,36814000,8603000,14344000,19605000,6710000,1823000,7889000,
"Interest payments on external debt, long-term (INT, current US$)",4007436000,4305222000,4074809000,5472931000,4225886000,4195788000,4523518000,5487979000,5718419000,4941921000,4675017000,6257816000,8136258000,8740687000,11210949000
"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",629903000,1159148000,1035358000,2623801000,2841927000,1173939000,3232847000,4038374000,4194003000,3620388000,3612043000,4995859000,6378000000,7182644000,9288553000
"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",3377533000,3146074000,3039451000,2849130000,1383959000,3021849000,1290671000,1449605000,1524416000,1321533000,1062974000,1261957000,1758258000,1558043000,
"Interest payments on external debt, short-term (INT, current US$)",184750000,112075000,146000000,64097000,197865000,313600000,423913000,1781889000,1562766000,578716000,700336000,840625000,1435483000,1148732000,
"PPG, IBRD (INT, current US$)",428491000,367074000,340901000,261671000,89283000,159429000,280052000,356291000,312846000,213230000,85803000,99657000,109668000,94160000,
"PPG, IDA (INT, current US$)",138892000,141320000,147912000,164481000,186965000,187192000,185273000,189487000,200555000,185611000,189107000,208257000,197768000,200304000,
"PPG, multilateral (INT, current US$)",833986000,771871000,736515000,571439000,359898000,455638000,645822000,779355000,744611000,557124000,360657000,442142000,794188000,516257000,611590000
"PPG, multilateral concessional (INT, current US$)",141763000,144168000,150874000,167401000,190357000,190499000,189429000,192900000,204251000,189044000,192847000,266282000,571545000,329979000,
"PPG, official creditors (INT, current US$)",1436368000,1308001000,1248647000,1304124000,910743000,1061881000,1077220000,1173129000,1164297000,1011575000,797603000,926463000,1264912000,916449000,1083419000
"PPG, bonds (INT, current US$)",142866000,341561000,335900000,1390854000,315313000,1798873000,40299000,40591000,60649000,60026000,39263000,51269000,121411000,157710000,298664000
"PPG, commercial banks (INT, current US$)",1735602000,1444515000,1436132000,140223000,147612000,151630000,168602000,229823000,292452000,243523000,220922000,279066000,369229000,483378000,540079000
"PNG, bonds (INT, current US$)",224319000,143365000,127145000,77380000,85099000,141061000,216664000,329962000,278340000,289533000,420502000,848358000,516000000,517874000,
"PNG, commercial banks and other creditors (INT, current US$)",405584000,1015783000,908213000,2546421000,2756828000,1032878000,3016183000,3708412000,3915663000,3330855000,3191541000,4147501000,5862000000,6664770000,
"PPG, other private creditors (INT, current US$)",62697000,51997000,18772000,13929000,10291000,9465000,4550000,6062000,7018000,6409000,5186000,5159000,2706000,506000,234000
"PPG, private creditors (INT, current US$)",1941165000,1838073000,1790804000,1545006000,473216000,1959968000,213451000,276476000,360119000,309958000,265371000,335494000,493346000,641594000,838977000
"Interest arrears, public and publicly guaranteed (current US$)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Net change in interest arrears (current US$),0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Interest arrears, official creditors (current US$)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Interest arrears, private creditors (current US$)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Interest forgiven (current US$),0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Interest rescheduled (capitalized) (current US$),0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Interest rescheduled, official (current US$)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Interest rescheduled, private (current US$)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Average maturity on new external debt commitments (years),11.5035,23.8157,23.8068,24.4055,24.6898,21.5178,18.6756,19.6604,23.3933,21.868,108.0536,19.1228,18.8967,13.7157,
"Average maturity on new external debt commitments, official (years)",23.6572,24.5918,26.0802,25.5608,25.7562,24.5608,27.6299,24.3659,26.2852,24.7366,173.8069,25.1413,24.6701,28.7954,
"Average maturity on new external debt commitments, private (years)",5.0148,3.6521,5.02,4.2143,15.2928,5.0862,5.0575,9.9426,7.76,3.4967,6.4976,7.5786,6.8123,5.5477,
"Net financial flows, bilateral (NFL, current US$)",-839441000,-669995000,-458099000,-1437924000,-898654000,-740459000,-459875000,312273000,557640000,362105000,817033000,218781000,297153000,768648000,
"PPG, bilateral concessional (NFL, current US$)",-714112000,-481025000,-304522000,-1194655000,-650129000,-535117000,-276224000,-65121000,142142000,325027000,772208000,228449000,517441000,989025000,
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",5484814000,-401949000,-532739000,-3533647000,3488198000,-3939701000,5346601000,9459642000,1753880000,1971617000,10338667000,-277730000,4465028000,-3117628000,
"Net flows on external debt, total (NFL, current US$)",3357527000,-1800432000,-1754586000,714230000,3889028000,1948761000,36312123000,43425206000,22755351000,18437202000,35456484000,43449297000,44024513000,37023595000,
"Net flows on external debt, long-term (NFL, current US$)",3853918000,-1080432000,-3105586000,-1519771000,3352029000,-3239000,20031123000,32429206000,15026964000,15655589000,25611484000,21845297000,28727513000,37665595000,
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",51367000,146017000,273719000,7518743000,2970273000,5836639000,16449183000,25231154000,9650049000,10596162000,5214968000,13802896000,17642126000,38030021000,
"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",3802551000,-1226449000,-3379305000,-9038514000,381756000,-5839878000,3581940000,7198052000,5376915000,5059427000,20396516000,8042401000,11085387000,-364426000,
"Net flows on external debt, short-term (NFL, current US$)",-471000000,-720000000,1351000000,2234001000,536999000,1952000000,16281000000,10996000000,7728387000,2781613000,9845000000,21604000000,15297000000,-642000000,
"Net official flows from UN agencies, IAEA (current US$)",,,,,,,,,,,,,,,
"Net official flows from UN agencies, IFAD (current US$)",2690000,6970000,6890000,6120000,20000,7520000,16460000,5670000,2910000,2290000,5500000,20030000,13430000,,
"Net financial flows, IMF concessional (NFL, current US$)",-25391000,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net financial flows, IMF nonconcessional (NFL, current US$)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Net financial flows, IBRD (NFL, current US$)",-287690000,79123000,-2382415000,-2932758000,748821000,652832000,719566000,656658000,731569000,953895000,2795219000,342883000,256801000,2442000,
"Net financial flows, IDA (NFL, current US$)",687789000,766013000,429800000,198827000,530960000,683237000,351310000,102108000,196782000,464318000,231541000,806407000,-247865000,-32795000,
"Net financial flows, multilateral (NFL, current US$)",615532000,1032442000,-3316419000,-3766183000,388012000,1864109000,1582966000,1988629000,2358512000,2686015000,5803946000,3797592000,1177081000,481018000,
"PPG, multilateral concessional (NFL, current US$)",685768000,771200000,434015000,201337000,524761000,686579000,387782000,105053000,206179000,493389000,1481939000,2349172000,-18970000,-20975000,
"Net financial flows, others (NFL, current US$)",-6335000,34093000,-15515000,-17781000,-26828000,-17295000,15806000,-16784000,64135000,78977000,102360000,11991000,62208000,-3475000,
